ID,Tweet,Label
1076,@USER â€œthe sex symbol of rapâ€ LMAOOO bitch YOUre FAT aS fuck ANYWAYS you tryna fight?,Yes
1077,Do you hear the bullshit when it is coming out of your mouth?,No
1078,@USER If you ainâ€™t hyping me up like the nigga in the back ima have to throw the whole friend away,No
1079,@USER Wayne say he trying out do drake so this shit gotta be decent at least!,No
1080,I liked a <USER> video <URL> bitch from the news,No
1081,@USER LMFAOOO IMAGINEEE but even if i did i wouldnâ€™t say shit cos this fandom would go on fire,No
1082,@USER let me nigga fish in peace damn,No
1083,DAMN that was a laser.......,No
1084,@USER This nigga is everywhere ðŸ˜‚ ðŸ˜‚..I can't escape his spews..it's now time,No
1085,@USER Yet more evidence that the @USER have turned â€˜The Party of Businessâ€™ into â€˜The Party of fuck Businessâ€™. Bizarre.,No
1086,@USER Youâ€™re welcome! Yo! @USER and I were holding up a casual tournament watching you. Good shit,No
1087,<USER> <USER> Hell I would take him over stafford,No
1088,"@USER I don't have anymore excuse me what the fuck memes.""",No
1089,@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit. The whack job commies scare the shit out of everybody. It's about time,No
1090,@USER you fuckass,Yes
1091,3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.,No
1092,@USER Risking his own ass lol,No
1093,@USER @USER @USER damn right. URL URL,No
1094,"<URL> Colton Turner's mother plead guilty to animal abuse after suffocating a horse? Yo, Texas, where the fuck was CPS?",No
1095,@USER What the fuck game are you watching?,No
1096,@USER Holy shit You better not be drinking milk after eating that. Or else... ðŸ¤¢,No
1097,@USER Can you imagine being married to that crazy bitch Good God!,Yes
1098,@USER the democommunists have allready destroyed america put men in a womens bathroom right to child molestors n child killers n illegals have more rights than americans if u think im wrong bill say something besides kissing liberals asses,Yes
1099,@USER @USER My old ass was here URL,No
1100,A bitch built like that could beat my ass all she wants URL,Yes
1101,@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck,No
1102,When did being a ho become goals? #InsecureHBO,Yes
1103,@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED,No
1104,6. She's a fucking icon. a legend. a genius. THAT bitch SHE IS QUEEN. ðŸ‘‘ðŸ‘‘ðŸ‘‘ðŸ‘‘ @USER #NickiDaGOAT URL,No
1105,@USER fuck my bad leslie i def added you tho ! Lmao im give it to ypu now,No
1106,@USER @USER i feel like he is weird eitherway cuz the league was supposed to start yesterday and they havent say shit,No
1107,@USER Gonna boo his ass regardless now,Yes
1108,@USER Man that shit just got me hype like I was watchin it 18 years ago,No
1109,@USER fuck you are killing me lately ðŸ˜‚,No
1110,"@USER @USER Winston Churchill on being admonished about sentence ending prepositions: This is an outrage up with which I will not put!"" And the punchline to my favorite grammar joke: ""Oh. So, where y'all from, bitch",No
1111,Learned to stop putting all my time and energy into shit that don't benefit me in any way,No
1112,@USER Bad ass bitch,No
1113,@USER @USER @USER @USER @USER That was fucking fast holy shit lol,No
1114,@USER @USER I had to click on it just to see what the hell you were talking about. I still don't know. Is your war on conservatives like the war on christmas?,No
1115,@USER @USER Such a fucked night @USER,No
1116,@USER Also - Didnâ€™t he just flat-out stop showing up to set for the Freddie Mercury biopic? That shit should kill his career...and here he is getting another gig!,No
1117,@USER @USER shit ode,No
1118,@USER Holy shit thank you so much. Up until the Mine craft I that that because it wasn't on TV anymore that it had ended. I was very very wrong.,No
1119,<USER> season 3 episode 10 ..about 15 minutes in.. I'd recognize that sexy bitch anywhere ;),No
1120,@USER @USER @USER ðŸ˜‚ðŸ˜‚ðŸ˜‚ He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! ðŸ™ˆðŸ™ˆ,No
1121,@USER @USER Ask the black Panthers whent well thrill Milford act. ask why the first gun control listed niggers could not touch guns under penalty of death. Also glad you can see that all the gun control has never been for reduction of violence it's,No
1122,annoyed that i have to wake up early to go to school for one 50-minute class & then go home #stupid #bullshit #ridiculous,No
1123,@USER LMAO man people were talking so much shit yesterday. Any comment Marvel stan twitter? Moe overused Thanos jokes or... URL,No
1124,*screams @ own ass im not gay you are URL,No
1125,@USER bitch if u donâ€™t message him,No
1126,@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!,Yes
1127,CELTICS TO THE FUCKIN DEATH OF ME #TUNEIN.......EXTRA TURNT OFF THIS ASS WHOOPIN!!!!!!,No
1128,@USER Did you see what she said about Travis on Ellen?? Thatâ€™s one hating ass bitch ðŸ˜­,Yes
1129,"22 years old and wandering the streets of New York City the big apple from hell and beyond"" and still she is subject to the 'n' word and still other models call her 'n' person of the year and yet she cares but she is more afraid of ""u know who"".""",No
1130,<USER> Fuck yeah!!!,No
1131,@USER I cackle at something different shit every time I watch it lol,No
1132,@USER So what ur saying is that it is in fact chicken shit and you are eating chicken shit URL,No
1133,@USER Consider this source ... @USER is a supreme ass kissing douche bag.,Yes
1134,"#OrrinHatch I canâ€™t believe this sexist , clueless, old fart gets to weigh in on another womanâ€™s charges against a Supreme Court nominee. And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill. His timeâ€™s up! Good riddance Neanderthal!",No
1135,@USER Niggaz buying pussy bitches trying to buy love...,Yes
1136,@USER @USER @USER Yeah fuck pogbaðŸ‘,Yes
1137,@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh? I'm sure you know what you are a piece of trash. I never hear these pieces of horse shit speak the truth only their racist lies. bitch boy it's ABOUT THE RACIST COPS KILL,Yes
1138,@USER @USER G this a MAGA ass take ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,No
1139,fuck fuck fuck fuck,No
1140,"@USER That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People"".""",No
1141,I got home from running errads and literally scared the shit out of my dads dog,No
1142,You wonâ€™t hear it here! Jobless claims lowest since 1969 (four years before you were born). DOW in record territory (how many times now since 1/17?). Got to be a pile of shit in this room of ponies (right @USER at @USER #MAGA,No
1143,@USER Love u bitch,No
1144,"@USER @USER I hope whoever gets seated - kick and cry all you want, someone WILL get seated - they're a liberals worst nightmare. Everyone can look back and say we really fucked ourselves by not confirming."" Don't act like you are protesting Kavana",No
1145,"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being.""",No
1146,@USER @USER Who in the hell does she think she is? Acussed doesnâ€™t mean guilty! A women accused a man. That man #JudgeKavanaugh has a voice and has a right to clear his name! â€œSheâ€ needs to #ZipItðŸ¤,Yes
1147,@USER Let me borrow yo shit first ðŸ¤£,No
1148,@USER You are cum,Yes
1149,@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you donâ€™t fucking get it.,No
1150,@USER fuck Alan Iâ€™m sorry,No
1151,@USER He had to fuck up. You can only give a guy so many chances no matter how talented he is,No
1152,bottle service in Miami fuck wit me <URL>,No
1153,@USER Total bullshit,Yes
1154,Actually nvm DC animated films are the shit,Yes
1155,@USER @USER Lol I don't remember shit about that day ðŸ˜,No
1156,@USER Shut your ass up ðŸ¤§,Yes
1157,"Damn, I thought sanity was starting to take hold on this clunker! <URL>",No
1158,#GirlsBelike team Single... . Bitch you a Beast <URL>,No
1159,Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it. #oldageproblems #MAGA URL,No
1160,<USER> FUCK #Sternthology. Just replays with a fancy name. More live programming like <USER> is what 's needed.,No
1161,@USER They meet many many fans itâ€™s amazing that he remembered her donâ€™t be a bitch,Yes
1162,@USER @USER @USER You're a fucking idiot,Yes
1163,@USER whoaaa that's amazing i wanna see her now ðŸ˜ also you are a kinky lil slut but ily,Yes
1164,@USER @USER Then why the fuck did they elect him,No
1165,@USER Haha great ending. Modern #Antifa is THE most embarrassing movement since â€œNuâ€ Metal in the late 90s. These kids will look back the same way ex limp biscuit fans do and say what the fuck was I thinking!?!,No
1166,@USER ðŸ’€ i beat they ass too for letting them get hit,No
1167,My friends cat is in heat she's becoming a little whore,No
1168,Pissed because I found a seed in my Cutie. I will not stand for this.,No
1169,Apparently <USER> is a slut to <USER> !!! DD,Yes
1170,"<USER> haha, how the hell did we not get into comedy? We made a mockery of that. But yes, you said he should be in-best c of his time",No
1171,if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,Yes
1172,Jackass is officially the dumbest movie I have ever seen. It's even worse than Napoleon Dynamite ... That's hard to do,No
1173,Happy New Year! Today I completed my last painting of 2013 titled 'Cock and Balls.' <URL>,No
1174,"My god, I hate <USER> so fucking much. He's an everlasting grenade. Such a sensitive fucking twat. #fuckyoutrump",No
1175,@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.,No
1176,<USER> damn no wonder you hate that friend zoned shit,No
